,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
2562,1,1,1,1,1,38,142.0,1,0,1,0,0,18,7,7,6,14.65,7,7,6,14.65,0.32
3143,1,1,1,1,1,1,124.5,0,0,1,1,1,19,6,10,4,14.0,6,9,6,12.333333333333334,-3.12
1080,2,39,1,1,1,1,153.9,0,1,0,1,0,34,6,7,0,0.0,6,0,0,0.0,1.79
1895,1,1,1,1,1,1,118.8,0,0,1,1,0,19,6,12,4,12.25,6,9,6,11.0,-3.12
2139,1,17,4,1,1,38,115.6,1,0,1,0,0,20,6,6,6,11.0,6,8,4,12.75,-3.12
3617,2,43,1,0,1,37,122.7,0,0,1,1,0,38,5,5,5,14.6,5,6,5,14.333333333333334,0.79
284,1,17,1,1,1,3,114.7,0,0,1,0,0,19,6,9,5,12.166666666666666,6,8,6,12.428571428571429,0.79
516,1,17,2,1,1,1,115.9,1,0,1,0,0,18,6,6,6,13.0,6,6,6,14.166666666666666,1.79
2409,2,39,1,1,1,37,138.3,0,0,1,0,0,45,7,12,4,10.25,7,10,3,13.0,2.02
2048,1,1,1,1,1,1,136.1,0,1,1,1,1,19,6,6,6,12.666666666666666,6,6,6,14.0,-0.92
2988,1,17,1,1,1,38,124.4,1,0,1,0,1,18,7,7,7,13.3,8,8,8,15.125,-4.06
1743,1,17,1,1,1,19,134.5,1,0,1,0,1,19,6,7,6,15.0,6,8,6,14.333333333333334,1.79
2981,1,17,1,1,1,1,117.0,1,0,1,0,1,19,5,6,4,12.0,5,8,5,13.333333333333334,1.74
863,1,18,6,1,1,37,117.8,0,0,1,0,1,20,8,8,7,12.791428571428572,8,8,7,12.791428571428572,1.74
3571,1,1,1,1,1,3,142.8,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,1.79
3256,1,44,1,0,39,37,160.0,0,0,1,0,0,26,5,5,5,12.0,5,7,5,11.4,-1.7
1413,1,42,1,1,1,3,100.0,1,0,0,0,0,33,7,10,5,12.16,6,7,5,11.34,1.79
269,1,1,1,1,1,19,130.2,0,0,1,0,1,18,6,8,6,11.285714285714286,6,10,6,11.857142857142858,1.79
3333,1,1,2,1,1,37,126.3,1,0,1,0,1,20,6,6,6,14.666666666666666,6,7,6,14.571428571428571,3.51
2004,1,1,4,1,1,37,107.5,1,0,1,1,1,22,5,9,3,12.333333333333334,6,14,3,12.5,2.02
2870,1,39,1,1,1,37,118.0,0,1,1,1,1,45,6,6,6,13.5,6,6,0,0.0,-0.92
1409,1,1,5,1,1,1,139.7,0,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,-1.7
1063,1,7,1,0,40,37,120.0,0,0,1,0,0,32,5,7,5,11.6,5,8,5,12.333333333333334,1.79
3598,1,1,1,1,1,19,112.6,0,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,1.79
8,1,1,3,1,1,1,129.3,0,0,1,0,1,21,6,8,6,13.875,6,7,6,14.142857142857142,-0.92
1518,1,1,2,1,1,5,137.8,0,0,1,1,0,19,7,10,6,13.492857142857144,8,9,8,12.68888888888889,1.79
932,1,1,3,1,1,1,105.4,0,0,1,0,0,20,5,6,5,13.333333333333334,5,6,5,13.2,0.32
2483,1,39,1,0,1,37,134.0,0,0,1,0,1,35,8,8,8,13.625,7,7,7,14.0,3.51
2941,1,7,1,0,40,1,130.0,0,0,1,1,0,27,5,0,0,0.0,5,0,0,0.0,3.51
2393,1,44,1,0,39,1,139.2,0,1,1,0,0,20,6,6,6,13.833333333333334,6,7,6,14.571428571428571,1.79
1814,1,1,6,1,1,4,124.7,1,0,1,1,0,18,7,0,0,0.0,8,0,0,0.0,-0.92
2085,1,1,1,1,1,38,112.9,1,0,1,0,1,19,6,7,6,11.857142857142858,6,8,6,13.142857142857142,1.79
1328,1,39,1,0,15,34,100.0,1,0,0,0,0,37,5,9,0,0.0,5,5,0,0.0,-3.12
2538,1,17,2,1,1,19,121.6,1,0,1,0,1,18,6,9,1,10.0,6,6,0,0.0,-1.7
2515,1,17,2,1,1,38,133.1,1,0,1,0,1,19,6,8,5,12.2,6,7,6,11.5,-3.12
1536,1,1,1,1,1,19,131.1,1,0,1,1,0,19,6,6,6,11.666666666666666,6,10,3,12.666666666666666,0.32
1398,1,39,1,1,3,3,147.6,0,0,1,1,0,31,5,0,0,0.0,5,0,0,0.0,1.74
2639,1,17,3,1,1,37,128.8,0,1,1,0,0,19,5,5,1,10.0,5,5,0,0.0,-3.12
1982,2,39,1,0,1,34,116.0,0,0,0,0,0,51,6,13,4,11.25,6,12,0,0.0,1.74
3290,1,1,2,1,1,37,123.5,1,0,1,1,1,21,6,6,6,13.166666666666666,6,8,6,13.285714285714286,3.51
1352,1,39,1,1,9,37,110.0,0,1,1,1,0,26,5,5,0,0.0,5,5,0,0.0,-3.12
1252,1,43,1,1,1,1,128.2,0,0,1,0,0,39,7,0,0,0.0,8,0,0,0.0,-1.7
3192,1,18,1,1,1,38,114.7,0,1,1,0,1,18,6,9,6,10.833333333333334,6,8,6,12.0,2.02
1691,1,1,1,1,1,37,114.2,0,0,1,0,0,18,6,13,4,11.0,6,12,5,10.833333333333334,-4.06
1294,1,1,3,1,1,3,126.8,1,0,1,1,0,18,8,8,8,13.24875,8,8,8,13.24875,-3.12
900,1,1,1,1,1,1,120.1,0,0,1,0,1,20,6,6,6,13.166666666666666,6,6,6,12.666666666666666,2.02
3303,1,17,2,1,1,38,122.6,1,0,1,0,1,20,6,6,6,13.166666666666666,6,6,6,14.0,0.79
1858,1,39,1,1,12,34,95.1,0,0,0,1,0,49,5,5,0,0.0,5,6,0,0.0,1.74
3088,1,17,1,1,1,37,115.7,1,1,0,0,0,19,6,6,3,11.333333333333334,6,6,0,0.0,1.79
1914,1,18,1,1,1,1,112.6,1,0,1,1,0,21,6,9,6,10.166666666666666,6,10,6,10.5,-1.7
204,1,17,3,1,1,19,120.0,1,0,1,0,1,19,8,8,7,13.151428571428571,8,8,7,13.151428571428571,1.74
2320,2,39,1,1,1,3,126.5,0,0,1,0,1,30,6,8,6,13.0,6,9,5,12.857142857142858,0.79
698,1,1,3,1,1,1,128.1,1,0,1,1,0,21,6,6,5,11.8,6,9,0,0.0,-0.92
2724,1,43,1,0,1,37,115.8,0,1,0,1,0,28,9,14,4,10.0,6,6,1,10.0,-1.7
1965,1,43,1,1,1,37,130.0,0,0,1,1,0,25,14,24,8,12.5,13,23,10,11.6,-4.06
3004,1,17,1,1,1,37,150.8,1,0,1,0,0,19,6,13,6,16.0,6,8,6,14.5,-4.06
1934,1,39,1,1,1,19,125.3,0,0,1,1,1,30,6,0,0,0.0,6,0,0,0.0,1.79
1453,1,15,1,1,1,37,140.0,0,1,1,1,0,19,5,12,3,10.5,5,8,4,11.25,1.79
1025,1,1,1,1,1,1,127.3,1,1,1,0,0,20,6,6,6,12.166666666666666,6,7,6,11.666666666666666,-3.12
751,1,1,1,1,1,19,135.7,1,0,1,0,0,20,5,7,4,12.75,5,5,5,13.4,1.74
974,1,42,1,1,1,34,119.5,0,0,1,1,0,18,5,6,1,10.0,5,7,1,12.0,1.74
2104,1,1,3,1,1,19,127.0,1,0,1,0,0,18,8,8,8,13.07375,8,8,8,13.07375,-3.12
3005,1,44,1,1,39,19,150.0,1,0,1,0,0,19,6,8,6,14.142857142857142,6,7,6,13.0,0.79
3388,1,17,3,1,1,19,117.5,1,0,1,0,0,19,6,7,5,10.8,6,9,6,10.166666666666666,3.51
2677,1,39,1,0,1,12,116.5,0,1,0,0,0,37,6,6,0,0.0,5,5,0,0.0,3.51
2317,1,39,1,0,1,37,140.0,0,0,0,0,0,37,5,5,0,0.0,5,5,0,0.0,-4.06
2422,5,39,1,1,1,2,103.0,0,0,1,0,0,62,6,7,6,15.0,6,10,6,12.833333333333334,1.74
3458,1,1,6,1,1,1,100.0,1,1,0,0,0,20,4,4,0,0.0,5,5,0,0.0,1.79
187,1,1,1,1,1,1,133.3,0,0,1,0,1,20,6,6,6,12.0,6,7,6,12.857142857142858,2.02
3403,1,43,1,0,12,34,110.0,0,0,1,0,0,29,6,10,6,11.666666666666666,6,7,6,11.0,0.32
3312,4,7,1,1,3,3,130.0,0,0,1,0,0,43,7,7,3,13.833333333333334,7,7,0,0.0,-0.92
1181,1,17,5,1,1,19,115.8,0,0,0,0,0,18,6,0,0,0.0,6,0,0,0.0,-1.7
844,1,17,3,1,1,1,124.3,1,1,1,0,1,19,6,6,6,11.833333333333334,6,7,6,12.285714285714286,-4.06
2841,1,1,6,1,1,38,129.5,1,0,1,0,1,18,8,8,7,13.79857142857143,8,8,7,13.79857142857143,1.74
1986,1,17,2,1,1,37,119.3,1,0,1,1,1,25,6,8,4,10.25,6,6,4,11.25,-1.7
1271,2,15,1,1,1,37,100.0,0,0,1,0,0,59,6,8,6,12.166666666666666,6,7,4,11.75,2.02
2701,1,1,1,1,1,1,128.5,0,0,1,1,0,20,6,13,1,14.0,6,7,0,0.0,-0.92
2516,1,17,2,1,1,19,113.3,1,1,1,0,0,21,6,0,0,0.0,6,0,0,0.0,2.02
209,1,1,1,1,1,9,103.4,0,0,1,0,0,19,5,6,5,14.4,5,6,5,13.0,0.32
92,1,1,1,1,1,2,121.8,0,0,1,0,0,18,5,5,5,12.6,5,5,5,14.0,2.02
827,1,1,1,1,1,3,175.6,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,2.02
2498,1,5,5,1,1,1,119.6,1,0,1,0,1,19,6,6,6,12.333333333333334,6,6,6,12.833333333333334,1.79
458,1,53,1,1,42,3,135.3,0,0,1,1,0,21,12,18,11,12.090909090909092,12,14,11,12.0,3.51
1678,2,7,1,1,3,3,128.2,0,0,1,0,0,33,5,11,2,11.5,5,8,2,12.0,-3.12
668,1,1,1,1,1,19,147.2,0,0,1,0,0,18,7,7,7,15.714285714285714,7,7,7,15.0,2.02
2209,1,1,2,1,1,1,131.6,0,0,1,1,1,18,6,6,6,12.666666666666666,6,6,6,11.5,-0.92
3608,1,39,1,1,1,38,121.4,0,0,1,0,1,26,5,8,4,13.0,5,10,4,12.25,-0.92
2995,1,1,1,1,1,3,155.0,0,0,1,0,0,18,6,7,6,14.285714285714286,6,8,6,13.25,3.51
295,2,1,1,1,1,37,134.5,0,1,1,0,1,18,7,7,6,14.2,7,7,6,14.2,0.32
898,1,43,1,1,1,3,117.3,1,1,1,0,0,20,0,0,0,0.0,0,0,0,0.0,0.79
2382,1,1,2,1,1,22,135.7,1,0,1,0,0,19,6,8,6,14.375,6,8,6,14.75,0.32
1786,1,1,4,1,1,1,133.0,0,0,1,0,1,20,8,8,7,14.565714285714288,8,8,7,14.565714285714288,1.74
2649,1,1,2,1,1,19,126.5,1,0,1,0,0,18,6,8,4,12.5,6,6,5,12.6,-1.7
1905,1,44,1,1,39,37,150.0,1,0,1,1,0,22,5,7,4,14.5,5,5,5,14.6,1.74
3372,1,1,1,1,1,37,138.9,0,0,1,0,0,18,6,9,6,13.714285714285714,6,6,6,14.166666666666666,0.79
1121,1,17,4,1,1,1,120.4,1,0,1,0,1,18,6,6,6,12.333333333333334,6,6,6,13.5,-0.92
85,1,1,1,1,1,1,106.7,1,0,1,0,0,20,6,15,4,14.2,6,17,4,13.25,-4.06
3374,1,17,4,1,1,1,120.8,1,0,1,0,0,20,6,9,4,13.25,6,11,5,11.8,1.79
2829,1,1,6,1,1,37,131.5,1,0,1,0,1,19,8,8,7,12.657142857142857,8,8,7,12.657142857142857,-1.7
1964,2,39,1,1,1,1,122.0,0,1,0,1,0,25,10,23,6,11.428571428571429,7,15,4,12.0,-4.06
1677,1,17,1,1,1,1,131.4,1,0,1,1,0,22,5,8,2,10.0,5,7,1,10.0,0.32
3434,1,1,1,1,1,37,110.6,0,0,1,0,0,20,5,7,4,11.75,5,7,5,11.8,0.32
3529,1,1,1,1,1,19,138.3,1,0,1,1,0,19,5,6,4,13.75,5,5,0,0.0,1.79
1979,1,18,1,0,1,43,106.4,0,0,1,1,0,22,5,0,0,0.0,5,0,0,0.0,3.51
822,1,39,1,0,1,37,103.5,0,0,1,0,1,33,6,6,6,14.166666666666666,6,6,6,14.333333333333334,-1.7
1562,1,43,1,1,1,1,110.0,0,1,1,0,0,20,6,7,6,13.333333333333334,6,8,6,12.666666666666666,1.79
1417,1,39,1,1,1,38,129.0,0,0,1,1,0,24,5,9,0,0.0,5,8,2,14.5,0.32
2474,1,16,2,1,1,37,123.4,1,0,1,0,1,19,5,8,5,13.166666666666666,5,5,5,12.8,-3.12
312,1,18,4,1,1,37,119.9,1,0,0,0,0,34,5,5,0,0.0,5,0,0,0.0,-3.12
1454,1,53,1,1,42,1,142.2,0,0,1,1,1,21,11,11,11,12.636363636363637,9,11,9,12.6,3.51
1073,1,17,2,1,1,19,121.1,1,0,1,1,0,19,7,10,6,13.666666666666666,7,9,6,12.5,1.79
2362,1,39,1,0,1,3,154.0,0,0,1,0,0,27,5,5,0,0.0,5,6,0,0.0,1.79
1047,1,17,1,1,1,19,115.0,1,0,1,0,0,19,6,6,6,12.0,6,7,6,12.857142857142858,2.02
2265,6,17,3,0,1,19,115.0,0,0,0,0,0,24,5,5,0,0.0,5,10,0,0.0,1.74
1837,1,1,2,1,1,19,128.0,1,0,1,1,1,19,8,8,7,14.935714285714283,8,8,7,14.935714285714283,1.74
773,1,1,3,1,1,19,105.5,1,0,1,0,0,19,6,6,6,13.0,6,8,5,12.4,1.79
3032,1,18,2,1,1,37,111.9,1,0,1,1,0,19,6,6,6,14.166666666666666,6,6,6,14.0,0.79
2102,1,1,1,1,1,19,136.8,1,0,1,0,0,18,6,6,6,14.0,6,6,6,13.5,2.02
3622,1,43,2,1,1,38,131.3,0,0,1,0,0,23,14,15,12,12.625,14,15,12,12.625,0.32
1353,1,1,1,1,1,3,149.8,1,0,1,1,0,20,12,12,11,14.272727272727272,12,12,11,14.818181818181818,-0.92
693,1,17,1,1,1,19,122.2,0,0,1,0,0,19,5,11,3,10.666666666666666,5,9,4,10.25,2.02
175,1,43,1,1,1,1,126.9,0,0,1,0,0,21,6,8,6,11.714285714285714,6,7,6,12.0,0.32
3135,1,44,1,1,39,38,150.0,0,0,1,1,0,24,6,8,4,11.75,6,8,2,13.5,2.02
2354,2,39,1,0,1,37,128.0,0,0,1,0,1,43,6,7,6,12.333333333333334,6,8,6,11.5,3.51
1006,2,39,1,1,1,37,125.7,0,1,0,0,0,43,6,10,4,12.25,6,13,4,10.5,3.51
968,2,39,2,1,3,3,103.4,0,0,1,0,0,30,7,9,7,11.75,8,12,7,11.142857142857142,-1.7
788,1,17,1,1,1,19,140.2,0,0,1,1,1,19,6,6,6,12.0,6,7,6,11.666666666666666,-0.92
110,1,18,1,1,1,19,174.7,0,0,1,0,0,18,7,8,7,17.125,8,8,8,17.5875,0.79
731,1,1,3,1,1,38,133.1,0,0,1,0,1,20,6,9,4,13.0,6,13,4,11.25,1.74
3537,1,43,1,1,1,2,124.6,0,0,1,1,0,37,21,21,21,12.476190476190476,19,19,19,12.210526315789474,1.79
3048,1,39,1,1,12,19,130.0,0,0,1,1,0,29,6,17,0,0.0,6,8,0,0.0,-4.06
3531,1,42,1,1,1,19,120.0,0,0,0,1,0,25,5,6,0,0.0,5,5,0,0.0,-4.06
1890,1,1,1,1,1,19,126.3,0,0,1,1,0,19,6,8,6,12.833333333333334,6,8,6,13.333333333333334,-4.06
2238,1,1,4,1,1,1,121.7,1,0,1,0,1,22,6,7,5,13.2,6,7,5,13.6,1.79
2365,1,17,4,1,1,38,118.9,1,0,1,0,0,20,6,7,6,12.666666666666666,6,7,5,13.0,0.32
481,1,17,1,1,1,38,120.4,1,0,1,0,1,18,6,6,6,12.833333333333334,6,7,6,12.285714285714286,-4.06
1704,1,1,2,1,1,1,122.5,1,0,1,0,1,19,6,7,6,14.0,6,6,6,15.0,-4.06
1967,1,17,3,1,1,37,121.0,1,0,1,1,1,18,5,8,5,12.75,5,7,5,11.5,0.79
1669,1,1,1,1,1,3,117.0,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,-3.12
2699,1,39,1,0,1,1,120.0,0,0,1,1,0,25,5,6,4,10.5,5,6,5,12.0,-3.12
1107,1,17,1,1,1,34,137.7,1,1,0,0,0,19,6,14,1,10.0,6,13,0,0.0,0.32
3077,1,18,4,1,1,3,126.7,1,0,1,0,0,18,7,8,7,13.6875,8,9,8,15.622222222222222,0.79
3546,1,1,1,1,1,19,139.8,0,0,1,0,1,19,8,8,7,14.4,8,8,7,14.4,-1.7
236,2,51,1,0,1,37,100.1,0,0,1,0,0,31,5,5,5,14.0,5,5,5,13.8,3.51
2730,1,39,1,1,1,12,100.0,1,0,1,1,0,27,0,0,0,0.0,0,0,0,0.0,-3.12
2316,2,39,1,0,1,34,114.6,1,0,1,0,0,46,5,5,0,0.0,5,5,0,0.0,0.32
536,1,43,1,1,1,1,127.0,0,0,1,0,0,20,6,6,5,12.4,6,9,5,12.4,-1.7
2075,1,17,1,1,1,19,107.3,0,0,1,0,0,20,6,0,0,0.0,6,0,0,0.0,-4.06
998,1,1,1,1,1,1,152.3,0,0,1,0,0,18,6,7,6,15.571428571428571,6,7,6,14.714285714285714,2.02
2114,1,16,3,1,1,37,134.2,1,0,1,0,1,20,6,6,6,15.0,6,6,6,13.0,2.02
1760,1,1,1,1,1,19,156.8,1,0,1,0,0,18,6,6,6,12.666666666666666,6,8,6,13.25,1.74
618,1,1,1,1,1,37,126.7,1,1,1,0,1,20,6,9,6,13.333333333333334,6,10,6,14.666666666666666,-1.7
638,1,1,1,1,1,3,131.6,1,0,1,0,0,21,12,12,8,13.875,11,13,9,12.7,3.51
2540,1,39,1,0,1,38,148.5,0,0,1,0,1,31,6,6,6,14.0,6,6,6,12.333333333333334,1.74
1999,1,1,1,1,1,38,116.5,0,0,1,1,1,18,6,12,4,11.5,6,10,5,12.6,1.74
1229,4,39,1,1,19,37,117.5,0,0,1,0,0,39,6,10,4,11.25,6,6,6,11.333333333333334,1.74
2612,1,1,1,1,1,19,126.8,1,0,1,1,0,19,7,9,0,0.0,7,8,0,0.0,-4.06
1156,1,43,1,1,1,2,120.0,1,0,0,1,0,22,6,0,0,0.0,4,6,0,0.0,1.74
2942,1,7,1,1,3,27,110.0,1,0,1,1,0,27,12,12,9,12.333333333333334,11,11,6,13.166666666666666,-3.12
3292,1,44,1,1,39,37,160.0,0,0,1,1,1,22,6,8,6,13.125,6,10,6,13.0,-0.92
386,1,17,1,1,1,37,117.1,1,0,1,0,1,18,6,10,5,10.571428571428571,6,9,5,12.2,-1.7
784,1,44,1,1,39,1,140.0,0,0,1,1,0,20,6,7,6,13.571428571428571,6,6,6,12.666666666666666,1.79
3301,1,17,1,1,1,19,124.9,1,0,1,0,0,19,6,11,3,12.0,6,11,4,11.25,0.32
3114,2,39,1,1,12,1,140.0,1,1,0,0,0,32,6,7,0,0.0,6,6,0,0.0,0.79
121,1,1,1,1,1,37,132.8,1,0,1,0,0,18,6,7,6,13.333333333333334,6,8,5,11.8,0.32
1537,1,17,1,1,1,34,130.6,1,1,0,1,0,23,5,5,0,0.0,5,5,0,0.0,0.32
2911,1,44,1,1,39,19,150.0,1,1,1,1,0,20,5,6,5,16.5,5,7,5,17.714285714285715,1.79
2664,1,1,3,1,1,38,154.4,1,0,1,0,0,18,6,6,6,14.166666666666666,6,6,6,14.0,-0.92
1662,1,1,1,1,1,38,137.4,0,0,1,0,0,19,7,7,7,13.542857142857144,8,9,8,14.22222222222222,-0.92
3236,2,39,1,1,1,37,135.6,0,0,1,0,1,43,6,8,5,11.0,6,9,5,13.0,1.79
634,1,17,6,1,1,1,119.0,1,0,1,0,0,18,6,0,0,0.0,6,0,0,0.0,1.79
2552,1,42,1,1,1,1,132.0,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,-1.7
412,1,17,1,1,1,38,131.5,0,0,1,0,0,18,8,8,8,12.77125,8,8,8,12.77125,-3.12
235,4,1,1,0,1,39,143.0,1,0,1,0,1,47,6,9,5,14.166666666666666,6,7,6,14.166666666666666,-0.92
2682,2,39,1,1,1,37,118.9,0,0,1,0,0,30,7,0,0,0.0,8,0,0,0.0,0.79
1102,1,17,2,1,1,1,121.9,1,0,1,0,0,19,6,10,5,12.6,6,7,5,11.2,1.74
2463,1,1,4,1,1,1,136.3,0,0,1,0,0,18,5,9,4,11.25,5,6,4,11.0,3.51
1551,1,44,1,1,39,37,160.0,1,0,0,1,0,30,9,18,6,11.833333333333334,8,21,4,11.0,-4.06
3623,1,1,1,1,1,1,133.8,1,0,1,0,1,20,6,6,6,13.833333333333334,6,6,6,13.5,-0.92
1347,2,39,1,0,12,37,133.8,1,0,1,1,0,52,5,5,5,13.6,5,5,5,14.2,0.32
3354,1,1,1,1,1,37,126.8,1,0,0,0,1,18,0,0,0,0.0,0,0,0,0.0,-1.7
2023,1,18,3,1,1,19,125.9,1,0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,0.79
881,1,1,1,1,1,19,116.8,0,0,1,0,0,20,8,8,7,12.685714285714283,8,8,7,12.685714285714283,-1.7
2845,1,1,5,1,1,38,119.1,0,0,1,0,0,18,5,11,0,0.0,5,8,0,0.0,-3.12
50,4,42,1,1,19,1,126.0,1,0,1,1,0,29,7,10,5,11.9,8,10,5,11.0,0.79
843,1,17,4,1,1,19,106.1,1,1,0,0,1,18,6,6,1,11.0,6,0,0,0.0,-1.7
1449,1,1,4,1,1,1,109.3,1,0,1,0,1,18,7,7,7,13.117142857142856,8,9,7,12.6,2.02
2669,1,15,1,1,1,3,101.3,0,0,1,0,0,18,6,13,6,13.0,6,15,6,12.25,2.02
2220,1,5,3,1,1,3,138.1,1,0,1,0,0,18,6,6,6,12.666666666666666,6,8,6,14.125,1.74
2544,1,17,4,1,1,1,136.2,1,0,1,0,0,19,5,6,5,12.4,5,5,5,12.8,0.32
695,1,1,6,1,1,3,126.2,1,0,1,0,0,19,7,9,7,13.761111111111113,8,11,7,12.82375,-4.06
3162,1,1,4,1,1,3,137.0,1,0,1,1,0,20,6,6,6,16.833333333333332,6,6,6,16.666666666666668,3.51
4,2,39,1,0,1,37,141.5,0,0,1,0,0,45,6,9,5,12.333333333333334,6,6,6,13.0,0.79
2757,1,1,1,1,1,19,130.6,1,0,1,0,1,18,6,6,6,13.5,6,6,6,14.0,3.51
1869,1,43,1,1,1,3,120.6,0,0,1,1,0,18,7,12,4,12.65,7,10,3,10.666666666666666,-0.92
2232,1,39,1,1,1,37,160.0,1,0,1,0,1,24,8,15,6,12.415,8,15,6,12.415,1.74
870,1,1,1,1,1,1,121.5,1,0,1,0,1,20,7,8,6,12.396666666666668,8,9,7,12.94285714285714,2.02
2676,1,1,3,1,1,1,109.8,1,0,1,0,1,19,5,5,5,13.4,5,5,5,12.6,3.51
2860,1,1,1,1,1,37,142.8,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,-1.7
3130,1,17,1,1,1,38,131.4,1,0,1,1,1,23,18,19,18,11.894736842105264,13,13,13,12.923076923076923,-4.06
1310,1,1,1,1,1,37,131.0,1,0,1,0,1,18,6,8,5,13.0,6,7,6,13.0,-4.06
971,1,1,1,1,1,19,121.4,0,0,1,1,0,21,5,7,4,11.5,5,6,4,11.75,-3.12
1266,1,17,1,1,1,1,111.7,0,1,0,1,0,19,6,6,6,12.5,6,10,4,12.6,-4.06
297,1,17,1,1,1,19,127.1,1,0,1,0,0,18,6,7,6,15.0,6,7,6,16.428571428571427,2.02
3590,1,17,6,1,1,38,127.3,1,0,1,0,0,18,7,8,7,12.217142857142855,8,11,7,12.11875,2.02
1673,4,39,1,1,1,38,112.0,0,1,1,0,0,45,10,12,5,12.166666666666666,8,8,0,0.0,-1.7
216,1,39,1,0,1,37,100.0,0,0,1,0,0,34,6,0,0,0.0,6,0,0,0.0,-1.7
3513,1,44,1,1,39,1,160.0,0,0,1,1,0,21,5,15,3,12.333333333333334,5,7,5,11.4,-3.12
3472,1,1,5,1,1,38,130.5,1,0,1,0,0,19,8,8,7,14.992857142857142,8,8,7,14.992857142857142,1.74
1010,1,1,1,1,1,3,169.7,0,0,1,0,1,18,7,7,7,16.9,8,9,8,16.37777777777778,-0.92
1972,2,39,1,0,1,37,118.2,0,0,1,1,0,52,5,7,5,11.2,5,6,5,12.8,0.32
265,1,51,1,1,1,1,118.5,0,0,1,0,0,25,5,12,2,10.5,5,5,0,0.0,2.02
2633,1,44,1,1,39,3,150.0,0,0,1,1,0,20,6,6,0,0.0,6,8,0,0.0,-4.06
2137,1,10,1,1,1,37,134.0,1,0,1,0,0,22,5,7,5,14.2,5,10,5,12.2,-1.7
3445,1,1,2,1,1,19,127.2,1,0,1,0,1,20,6,9,5,13.4,6,9,6,12.375,0.79
1242,1,7,1,1,40,3,140.0,0,0,1,1,0,23,5,5,5,13.8,5,7,5,14.142857142857142,2.02
2957,1,1,1,1,1,1,133.1,1,0,1,1,0,19,5,7,3,12.0,6,10,2,10.5,2.02
3063,1,17,3,1,1,37,118.4,0,0,1,1,0,18,5,10,0,0.0,5,10,2,11.5,0.32
3120,2,43,1,0,1,37,110.0,1,0,1,0,0,38,10,14,4,10.75,10,10,2,10.0,0.32
677,1,1,3,1,1,1,126.1,1,0,1,0,1,18,6,6,6,15.833333333333334,6,6,6,15.333333333333334,2.02
1245,1,44,1,1,39,1,160.0,1,0,1,1,1,20,6,9,6,13.444444444444445,6,9,5,12.6,0.79
2385,1,1,1,1,1,38,115.2,1,0,1,0,0,19,7,9,6,12.97166666666667,8,9,7,12.321428571428571,2.02
2412,1,1,6,1,1,1,122.0,0,0,1,0,0,18,6,6,6,12.666666666666666,6,6,6,12.0,0.32
3627,1,1,1,1,1,37,149.5,1,0,1,0,1,30,7,8,7,14.9125,8,9,1,13.5,0.79
1822,2,7,1,1,3,19,130.0,1,0,1,1,0,37,0,0,0,0.0,0,0,0,0.0,0.32
1321,1,44,1,1,39,19,120.0,1,0,1,1,0,19,6,8,6,12.142857142857142,6,11,5,13.6,1.79
2501,1,1,1,1,1,1,123.0,0,0,1,0,1,18,5,7,5,13.333333333333334,5,6,5,13.6,-1.7
377,2,39,1,1,1,1,152.4,1,0,1,0,0,36,12,14,12,13.846153846153848,12,18,11,14.090909090909092,3.51
1710,1,1,1,1,1,38,105.0,1,0,1,0,0,20,6,9,6,13.285714285714286,6,8,5,13.8,-4.06
3140,1,1,1,1,1,38,131.6,0,0,1,1,1,18,6,8,6,15.5,6,9,4,15.5,2.02
2934,2,1,1,1,1,19,139.8,0,1,1,1,0,24,7,7,7,12.271428571428572,8,10,7,13.657142857142857,1.74
1739,1,1,2,1,1,34,141.0,1,0,0,0,0,20,6,10,4,12.0,6,15,3,10.666666666666666,0.32
3059,2,39,1,1,1,37,134.0,0,0,1,1,1,40,6,7,6,12.333333333333334,6,10,4,12.75,3.51
1717,1,1,5,1,1,38,136.0,1,0,1,0,1,19,7,7,6,14.15,7,7,6,14.15,0.32
592,1,1,1,1,1,19,170.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,0.32
956,1,1,1,1,1,12,118.5,0,0,1,0,1,18,6,6,6,12.0,6,8,6,11.285714285714286,3.51
808,1,18,1,1,1,1,101.0,0,0,1,1,0,21,11,16,9,11.9,9,14,8,12.25,-4.06
1039,1,1,1,1,1,19,120.0,0,0,1,0,1,18,6,8,6,13.5,6,9,6,12.833333333333334,2.02
